Z,Groen et al,Schmitt et al,Simulation (extended cermide),Simulation (hairpin ceramide)
1.7543,-9.893,-9.955,32.608,46.5
1.7544,-9.893,-9.9604,32.59,46.512
1.7545,-9.893,-9.9658,32.572,46.524
1.7546,-9.893,-9.9712,32.554,46.536
1.7547,-9.893,-9.9766,32.536,46.548
1.7548,-9.8931,-9.9819,32.518,46.56
1.7549,-9.8931,-9.9873,32.5,46.572
1.755,-9.8931,-9.9927,32.482,46.584
1.7551,-9.8931,-9.9981,32.464,46.596
1.7552,-9.8931,-10.003,32.446,46.609
1.7553,-9.8931,-10.009,32.428,46.621
1.7554,-9.8931,-10.014,32.41,46.633
1.7555,-9.8931,-10.02,32.392,46.645
1.7556,-9.8931,-10.025,32.374,46.657
1.7557,-9.8931,-10.03,32.355,46.669
1.7558,-9.8931,-10.036,32.337,46.681
1.7559,-9.8931,-10.041,32.319,46.693
1.756,-9.8931,-10.047,32.301,46.705
1.7561,-9.8931,-10.052,32.283,46.717
1.7562,-9.8931,-10.057,32.265,46.729
1.7563,-9.8931,-10.063,32.247,46.741
1.7564,-9.8931,-10.068,32.229,46.753
1.7565,-9.8931,-10.073,32.211,46.765
1.7566,-9.8931,-10.079,32.193,46.778
1.7567,-9.8931,-10.084,32.175,46.79
1.7568,-9.8931,-10.09,32.157,46.802
1.7569,-9.8931,-10.095,32.139,46.814
1.757,-9.8932,-10.1,32.121,46.829
1.7571,-9.8932,-10.106,32.103,46.844
1.7572,-9.8932,-10.111,32.085,46.859
1.7573,-9.8932,-10.117,32.067,46.874
1.7574,-9.8932,-10.122,32.048,46.889
1.7575,-9.8932,-10.127,32.03,46.904
1.7576,-9.8932,-10.133,32.012,46.919
1.7577,-9.8932,-10.138,31.994,46.934
1.7578,-9.8932,-10.143,31.976,46.949
1.7579,-9.8932,-10.149,31.958,46.964
1.758,-9.8932,-10.154,31.94,46.979
1.7581,-9.8932,-10.16,31.922,46.994
1.7582,-9.8932,-10.165,31.904,47.009
1.7583,-9.8932,-10.17,31.886,47.024
1.7584,-9.8932,-10.176,31.868,47.039
1.7585,-9.8932,-10.181,31.85,47.054
1.7586,-9.8932,-10.186,31.832,47.069
1.7587,-9.8932,-10.192,31.814,47.084
1.7588,-9.8932,-10.197,31.796,47.099
1.7589,-9.8932,-10.203,31.778,47.114
1.759,-9.8932,-10.208,31.76,47.129
1.7591,-9.8932,-10.213,31.741,47.144
1.7592,-9.8933,-10.219,31.723,47.159
1.7593,-9.8933,-10.224,31.705,47.174
1.7594,-9.8933,-10.23,31.687,47.189
1.7595,-9.8933,-10.235,31.669,47.204
1.7596,-9.8933,-10.24,31.651,47.219
1.7597,-9.8933,-10.246,31.633,47.234
1.7598,-9.8933,-10.251,31.615,47.249
1.7599,-9.8933,-10.256,31.597,47.264
1.76,-9.8933,-10.262,31.579,47.279
1.7601,-9.8933,-10.267,31.561,47.294
1.7602,-9.8933,-10.273,31.543,47.309
1.7603,-9.8933,-10.278,31.525,47.324
1.7604,-9.8933,-10.283,31.507,47.339
1.7605,-9.8933,-10.289,31.489,47.354
1.7606,-9.8933,-10.294,31.471,47.369
1.7607,-9.8933,-10.3,31.453,47.384
1.7608,-9.8933,-10.305,31.434,47.399
1.7609,-9.8933,-10.31,31.416,47.414
1.761,-9.8933,-10.316,31.398,47.429
1.7611,-9.8933,-10.321,31.38,47.444
1.7612,-9.8933,-10.326,31.362,47.459
1.7613,-9.8933,-10.332,31.344,47.474
1.7614,-9.8934,-10.337,31.326,47.489
1.7615,-9.8934,-10.343,31.308,47.504
1.7616,-9.8934,-10.348,31.29,47.519
1.7617,-9.8934,-10.353,31.272,47.534
1.7618,-9.8934,-10.359,31.254,47.549
1.7619,-9.8934,-10.364,31.236,47.564
1.762,-9.8934,-10.37,31.218,47.579
1.7621,-9.8934,-10.375,31.2,47.594
1.7622,-9.8934,-10.38,31.182,47.609
1.7623,-9.8934,-10.386,31.164,47.624
1.7624,-9.8934,-10.391,31.146,47.639
1.7625,-9.8934,-10.396,31.127,47.654
1.7626,-9.8934,-10.402,31.109,47.669
1.7627,-9.8934,-10.407,31.091,47.684
1.7628,-9.8934,-10.413,31.073,47.699
1.7629,-9.8934,-10.418,31.055,47.714
1.763,-9.8934,-10.423,31.046,47.729
1.7631,-9.8934,-10.429,31.056,47.744
1.7632,-9.8934,-10.434,31.065,47.759
1.7633,-9.8934,-10.439,31.074,47.774
1.7634,-9.8934,-10.445,31.084,47.789
1.7635,-9.8934,-10.45,31.093,47.804
1.7636,-9.8935,-10.456,31.103,47.819
1.7637,-9.8935,-10.461,31.112,47.834
1.7638,-9.8935,-10.466,31.121,47.849
1.7639,-9.8935,-10.472,31.131,47.864
1.764,-9.8935,-10.477,31.14,47.879
1.7641,-9.8935,-10.483,31.15,47.894
1.7642,-9.8935,-10.488,31.159,47.909
1.7643,-9.8935,-10.493,31.168,47.924
1.7644,-9.8935,-10.499,31.178,47.939
1.7645,-9.8935,-10.504,31.187,47.954
1.7646,-9.8935,-10.509,31.196,47.969
1.7647,-9.8935,-10.515,31.206,47.984
1.7648,-9.8935,-10.522,31.215,47.999
1.7649,-9.8935,-10.53,31.225,48.014
1.765,-9.8935,-10.537,31.234,48.029
1.7651,-9.8935,-10.544,31.243,48.044
1.7652,-9.8935,-10.551,31.253,48.059
1.7653,-9.8935,-10.558,31.262,48.074
1.7654,-9.8935,-10.566,31.272,48.089
1.7655,-9.8935,-10.573,31.281,48.104
1.7656,-9.8935,-10.58,31.29,48.119
1.7657,-9.8935,-10.587,31.3,48.134
1.7658,-9.8935,-10.594,31.309,48.149
1.7659,-9.8936,-10.601,31.319,48.164
1.766,-9.8936,-10.609,31.328,48.179
1.7661,-9.8936,-10.616,31.337,48.194
1.7662,-9.8936,-10.623,31.347,48.209
1.7663,-9.8936,-10.63,31.356,48.224
1.7664,-9.8936,-10.637,31.365,48.239
1.7665,-9.8936,-10.644,31.375,48.254
1.7666,-9.8936,-10.652,31.384,48.269
1.7667,-9.8936,-10.659,31.394,48.284
1.7668,-9.8936,-10.666,31.403,48.299
1.7669,-9.8936,-10.673,31.412,48.314
1.767,-9.8936,-10.68,31.422,48.329
1.7671,-9.8936,-10.687,31.431,48.344
1.7672,-9.8936,-10.695,31.441,48.359
1.7673,-9.8936,-10.702,31.45,48.374
1.7674,-9.8936,-10.709,31.459,48.389
1.7675,-9.8936,-10.716,31.469,48.404
1.7676,-9.8936,-10.723,31.478,48.419
1.7677,-9.8936,-10.731,31.488,48.434
1.7678,-9.8936,-10.738,31.497,48.449
1.7679,-9.8936,-10.745,31.506,48.464
1.768,-9.8936,-10.752,31.516,48.479
1.7681,-9.8937,-10.759,31.525,48.494
1.7682,-9.8937,-10.766,31.535,48.509
1.7683,-9.8937,-10.774,31.544,48.524
1.7684,-9.8937,-10.781,31.553,48.539
1.7685,-9.8937,-10.788,31.563,48.554
1.7686,-9.8937,-10.795,31.572,48.569
1.7687,-9.8937,-10.802,31.581,48.584
1.7688,-9.8937,-10.809,31.591,48.599
1.7689,-9.8937,-10.817,31.6,48.614
1.769,-9.8937,-10.824,31.61,48.629
1.7691,-9.8937,-10.831,31.619,48.644
1.7692,-9.8937,-10.838,31.628,48.659
1.7693,-9.8937,-10.845,31.638,48.674
1.7694,-9.8937,-10.852,31.647,48.689
1.7695,-9.8937,-10.86,31.657,48.704
1.7696,-9.8937,-10.867,31.666,48.719
1.7697,-9.8937,-10.874,31.675,48.734
1.7698,-9.8937,-10.881,31.685,48.748
1.7699,-9.8937,-10.888,31.694,48.763
1.77,-9.8937,-10.895,31.704,48.778
1.7701,-9.8937,-10.903,31.713,48.793
1.7702,-9.8937,-10.91,31.722,48.808
1.7703,-9.8938,-10.917,31.732,48.823
1.7704,-9.8938,-10.924,31.741,48.838
1.7705,-9.8938,-10.931,31.75,48.853
1.7706,-9.8938,-10.939,31.76,48.858
1.7707,-9.8938,-10.946,31.769,48.86
1.7708,-9.8938,-10.953,31.779,48.861
1.7709,-9.8938,-10.96,31.788,48.863
1.771,-9.8938,-10.967,31.797,48.864
1.7711,-9.8938,-10.974,31.807,48.866
1.7712,-9.8938,-10.982,31.816,48.868
1.7713,-9.8938,-10.989,31.826,48.869
1.7714,-9.8938,-10.996,31.835,48.871
1.7715,-9.8938,-11.003,31.844,48.872
1.7716,-9.8938,-11.01,31.854,48.874
1.7717,-9.8938,-11.017,31.863,48.876
1.7718,-9.8938,-11.025,31.873,48.877
1.7719,-9.8938,-11.032,31.882,48.879
1.772,-9.8938,-11.039,31.891,48.88
1.7721,-9.8938,-11.046,31.901,48.882
1.7722,-9.8938,-11.053,31.91,48.884
1.7723,-9.8938,-11.06,31.92,48.885
1.7724,-9.8938,-11.068,31.929,48.887
1.7725,-9.8939,-11.075,31.938,48.888
1.7726,-9.8939,-11.082,31.948,48.89
1.7727,-9.8939,-11.089,31.957,48.892
1.7728,-9.8939,-11.096,31.966,48.893
1.7729,-9.8939,-11.104,31.976,48.895
1.773,-9.8939,-11.111,31.985,48.896
1.7731,-9.8939,-11.118,31.995,48.898
1.7732,-9.8939,-11.125,32.004,48.9
1.7733,-9.8939,-11.132,32.013,48.901
1.7734,-9.8939,-11.139,32.023,48.903
1.7735,-9.8939,-11.147,32.032,48.904
1.7736,-9.8939,-11.154,32.042,48.906
1.7737,-9.8939,-11.161,32.051,48.908
1.7738,-9.8939,-11.168,32.06,48.909
1.7739,-9.8939,-11.175,32.07,48.911
1.774,-9.8939,-11.182,32.079,48.912
1.7741,-9.8939,-11.19,32.089,48.914
1.7742,-9.8939,-11.197,32.098,48.916
1.7743,-9.8939,-11.204,32.107,48.917
1.7744,-9.8939,-11.211,32.117,48.919
1.7745,-9.8939,-11.218,32.126,48.92
1.7746,-9.8939,-11.225,32.135,48.922
1.7747,-9.894,-11.233,32.145,48.924
1.7748,-9.894,-11.24,32.154,48.925
1.7749,-9.894,-11.247,32.164,48.927
1.775,-9.894,-11.254,32.173,48.928
1.7751,-9.894,-11.261,32.182,48.93
1.7752,-9.894,-11.268,32.192,48.932
1.7753,-9.894,-11.276,32.201,48.933
1.7754,-9.894,-11.283,32.211,48.935
1.7755,-9.894,-11.29,32.22,48.936
1.7756,-9.894,-11.297,32.229,48.938
1.7757,-9.894,-11.304,32.239,48.94
1.7758,-9.894,-11.312,32.248,48.941
1.7759,-9.894,-11.319,32.258,48.943
1.776,-9.894,-11.326,32.267,48.944
1.7761,-9.894,-11.333,32.276,48.946
1.7762,-9.894,-11.34,32.286,48.948
1.7763,-9.894,-11.347,32.295,48.949
1.7764,-9.894,-11.355,32.311,48.951
1.7765,-9.894,-11.362,32.328,48.952
1.7766,-9.894,-11.369,32.345,48.954
1.7767,-9.894,-11.376,32.362,48.956
1.7768,-9.894,-11.383,32.38,48.957
1.7769,-9.8941,-11.39,32.397,48.959
1.777,-9.8941,-11.398,32.414,48.96
1.7771,-9.8941,-11.405,32.432,48.962
1.7772,-9.8941,-11.412,32.449,48.964
1.7773,-9.8941,-11.419,32.466,48.965
1.7774,-9.8941,-11.426,32.483,48.967
1.7775,-9.8941,-11.433,32.501,48.968
1.7776,-9.8941,-11.441,32.518,48.97
1.7777,-9.8941,-11.448,32.535,48.972
1.7778,-9.8941,-11.455,32.553,48.973
1.7779,-9.8941,-11.462,32.57,48.975
1.778,-9.8941,-11.469,32.587,48.976
1.7781,-9.8941,-11.477,32.604,48.978
1.7782,-9.8941,-11.484,32.622,48.98
1.7783,-9.8941,-11.491,32.639,48.981
1.7784,-9.8941,-11.498,32.656,48.983
1.7785,-9.8941,-11.505,32.674,48.984
1.7786,-9.8941,-11.512,32.691,48.986
1.7787,-9.8941,-11.52,32.708,48.988
1.7788,-9.8941,-11.527,32.725,48.989
1.7789,-9.8941,-11.534,32.743,48.991
1.779,-9.8941,-11.541,32.76,48.993
1.7791,-9.8942,-11.548,32.777,48.994
1.7792,-9.8942,-11.555,32.795,48.996
1.7793,-9.8942,-11.563,32.812,48.997
1.7794,-9.8942,-11.57,32.829,48.999
1.7795,-9.8942,-11.577,32.846,49.001
1.7796,-9.8942,-11.584,32.864,49.002
1.7797,-9.8942,-11.591,32.881,49.004
1.7798,-9.8942,-11.598,32.898,49.005
1.7799,-9.8942,-11.606,32.916,49.007
1.78,-9.8942,-11.613,32.933,49.009
1.7801,-9.8942,-11.62,32.95,49.01
1.7802,-9.8942,-11.627,32.967,49.012
1.7803,-9.8942,-11.634,32.985,49.013
1.7804,-9.8942,-11.641,33.002,49.015
1.7805,-9.8942,-11.649,33.019,49.017
1.7806,-9.8942,-11.656,33.037,49.018
1.7807,-9.8942,-11.663,33.054,49.02
1.7808,-9.8942,-11.67,33.071,49.021
1.7809,-9.8942,-11.677,33.088,49.023
1.781,-9.8942,-11.685,33.106,49.025
1.7811,-9.8942,-11.692,33.123,49.026
1.7812,-9.8942,-11.699,33.14,49.028
1.7813,-9.8942,-11.706,33.158,49.029
1.7814,-9.8943,-11.713,33.175,49.031
1.7815,-9.8943,-11.72,33.192,49.033
1.7816,-9.8943,-11.728,33.209,49.034
1.7817,-9.8943,-11.735,33.227,49.036
1.7818,-9.8943,-11.742,33.244,49.037
1.7819,-9.8943,-11.749,33.261,49.039
1.782,-9.8943,-11.756,33.279,49.041
1.7821,-9.8943,-11.763,33.296,49.042
1.7822,-9.8943,-11.771,33.313,49.044
1.7823,-9.8943,-11.778,33.33,49.045
1.7824,-9.8943,-11.785,33.348,49.047
1.7825,-9.8943,-11.792,33.365,49.049
1.7826,-9.8943,-11.799,33.382,49.05
1.7827,-9.8943,-11.806,33.4,49.052
1.7828,-9.8943,-11.814,33.417,49.053
1.7829,-9.8943,-11.821,33.434,49.055
1.783,-9.8943,-11.828,33.451,49.057
1.7831,-9.8943,-11.835,33.469,49.058
1.7832,-9.8943,-11.842,33.486,49.06
1.7833,-9.8943,-11.849,33.503,49.061
1.7834,-9.8943,-11.857,33.521,49.063
1.7835,-9.8943,-11.864,33.538,49.065
1.7836,-9.8944,-11.871,33.555,49.066
1.7837,-9.8944,-11.878,33.572,49.068
1.7838,-9.8944,-11.885,33.59,49.069
1.7839,-9.8944,-11.893,33.607,49.071
1.784,-9.8944,-11.9,33.624,49.073
1.7841,-9.8944,-11.907,33.642,49.074
1.7842,-9.8944,-11.914,33.659,49.062
1.7843,-9.8944,-11.921,33.676,49.041
1.7844,-9.8944,-11.928,33.693,49.02
1.7845,-9.8944,-11.936,33.711,48.999
1.7846,-9.8944,-11.943,33.728,48.978
1.7847,-9.8944,-11.95,33.745,48.957
1.7848,-9.8944,-11.957,33.763,48.936
1.7849,-9.8944,-11.964,33.78,48.915
1.785,-9.8944,-11.971,33.797,48.894
1.7851,-9.8944,-11.979,33.814,48.873
1.7852,-9.8944,-11.986,33.832,48.852
1.7853,-9.8944,-11.993,33.849,48.831
1.7854,-9.8944,-12,33.866,48.81
1.7855,-9.8944,-12.007,33.884,48.789
1.7856,-9.8944,-12.014,33.901,48.768
1.7857,-9.8944,-12.022,33.918,48.747
1.7858,-9.8945,-12.029,33.936,48.726
1.7859,-9.8945,-12.036,33.953,48.705
1.786,-9.8945,-12.043,33.97,48.684
1.7861,-9.8945,-12.05,33.987,48.663
1.7862,-9.8945,-12.058,34.005,48.642
1.7863,-9.8945,-12.065,34.022,48.621
1.7864,-9.8945,-12.072,34.039,48.6
1.7865,-9.8945,-12.079,34.057,48.579
1.7866,-9.8945,-12.086,34.074,48.558
1.7867,-9.8945,-12.093,34.091,48.537
1.7868,-9.8945,-12.101,34.108,48.516
1.7869,-9.8945,-12.108,34.126,48.495
1.787,-9.8945,-12.115,34.143,48.474
1.7871,-9.8945,-12.122,34.16,48.453
1.7872,-9.8945,-12.129,34.178,48.432
1.7873,-9.8945,-12.136,34.195,48.411
1.7874,-9.8945,-12.144,34.212,48.39
1.7875,-9.8945,-12.151,34.229,48.369
1.7876,-9.8945,-12.158,34.247,48.348
1.7877,-9.8945,-12.165,34.264,48.327
1.7878,-9.8945,-12.172,34.281,48.306
1.7879,-9.8945,-12.179,34.299,48.285
1.788,-9.8946,-12.187,34.316,48.264
1.7881,-9.8946,-12.194,34.333,48.243
1.7882,-9.8946,-12.201,34.35,48.222
1.7883,-9.8946,-12.208,34.368,48.201
1.7884,-9.8946,-12.215,34.385,48.18
1.7885,-9.8946,-12.222,34.402,48.159
1.7886,-9.8946,-12.23,34.42,48.138
1.7887,-9.8946,-12.237,34.437,48.117
1.7888,-9.8946,-12.244,34.454,48.096
1.7889,-9.8946,-12.251,34.471,48.075
1.789,-9.8946,-12.258,34.489,48.054
1.7891,-9.8946,-12.266,34.506,48.033
1.7892,-9.8946,-12.273,34.523,48.012
1.7893,-9.8946,-12.28,34.541,47.991
1.7894,-9.8946,-12.287,34.558,47.97
1.7895,-9.8946,-12.294,34.575,47.949
1.7896,-9.8946,-12.301,34.592,47.928
1.7897,-9.8946,-12.309,34.603,47.907
1.7898,-9.8946,-12.316,34.592,47.886
1.7899,-9.8946,-12.323,34.581,47.865
1.79,-9.8946,-12.33,34.57,47.844
1.7901,-9.8946,-12.337,34.559,47.823
1.7902,-9.8947,-12.344,34.548,47.802
1.7903,-9.8947,-12.352,34.537,47.781
1.7904,-9.8947,-12.359,34.526,47.76
1.7905,-9.8947,-12.366,34.515,47.739
1.7906,-9.8947,-12.373,34.504,47.718
1.7907,-9.8947,-12.38,34.493,47.697
1.7908,-9.8947,-12.387,34.482,47.676
1.7909,-9.8947,-12.395,34.471,47.655
1.791,-9.8947,-12.402,34.46,47.634
1.7911,-9.8947,-12.409,34.449,47.613
1.7912,-9.8947,-12.416,34.438,47.592
1.7913,-9.8947,-12.423,34.427,47.571
1.7914,-9.8947,-12.431,34.416,47.55
1.7915,-9.8947,-12.438,34.405,47.529
1.7916,-9.8947,-12.445,34.394,47.508
1.7917,-9.8947,-12.452,34.383,47.487
1.7918,-9.8947,-12.459,34.372,47.466
1.7919,-9.8947,-12.466,34.361,47.445
1.792,-9.8947,-12.474,34.35,47.424
1.7921,-9.8947,-12.481,34.339,47.403
1.7922,-9.8947,-12.488,34.328,47.382
1.7923,-9.8947,-12.495,34.317,47.36
1.7924,-9.8948,-12.502,34.306,47.339
1.7925,-9.8948,-12.509,34.295,47.318
1.7926,-9.8948,-12.517,34.284,47.297
1.7927,-9.8948,-12.524,34.273,47.276
1.7928,-9.8948,-12.531,34.262,47.255
1.7929,-9.8948,-12.538,34.251,47.234
1.793,-9.8948,-12.543,34.24,47.213
1.7931,-9.8948,-12.544,34.229,47.192
1.7932,-9.8948,-12.545,34.218,47.171
1.7933,-9.8948,-12.545,34.207,47.15
1.7934,-9.8948,-12.546,34.196,47.129
1.7935,-9.8948,-12.547,34.185,47.108
1.7936,-9.8948,-12.547,34.174,47.087
1.7937,-9.8948,-12.548,34.163,47.066
1.7938,-9.8948,-12.549,34.152,47.045
1.7939,-9.8948,-12.549,34.141,47.024
1.794,-9.8948,-12.55,34.13,47.003
1.7941,-9.8948,-12.551,34.119,46.982
1.7942,-9.8948,-12.551,34.108,46.961
1.7943,-9.8948,-12.552,34.097,46.94
1.7944,-9.8948,-12.553,34.086,46.919
1.7945,-9.8948,-12.554,34.075,46.898
1.7946,-9.8948,-12.554,34.064,46.877
1.7947,-9.8949,-12.555,34.053,46.856
1.7948,-9.8949,-12.556,34.042,46.835
1.7949,-9.8949,-12.556,34.031,46.814
1.795,-9.8949,-12.557,34.02,46.793
1.7951,-9.8949,-12.558,34.009,46.772
1.7952,-9.8949,-12.558,33.998,46.751
1.7953,-9.8949,-12.559,33.987,46.73
1.7954,-9.8949,-12.56,33.976,46.709
1.7955,-9.8949,-12.56,33.965,46.688
1.7956,-9.8949,-12.561,33.954,46.667
1.7957,-9.8949,-12.562,33.943,46.646
1.7958,-9.8949,-12.562,33.932,46.625
1.7959,-9.8949,-12.563,33.921,46.604
1.796,-9.8949,-12.564,33.91,46.583
1.7961,-9.8949,-12.564,33.899,46.562
1.7962,-9.8949,-12.565,33.888,46.541
1.7963,-9.8949,-12.566,33.877,46.52
1.7964,-9.8949,-12.567,33.866,46.499
1.7965,-9.8949,-12.567,33.855,46.478
1.7966,-9.8949,-12.568,33.844,46.457
1.7967,-9.8949,-12.569,33.833,46.436
1.7968,-9.8949,-12.569,33.822,46.415
1.7969,-9.895,-12.57,33.811,46.394
1.797,-9.895,-12.571,33.8,46.373
1.7971,-9.895,-12.571,33.789,46.352
1.7972,-9.895,-12.572,33.778,46.331
1.7973,-9.895,-12.573,33.767,46.31
1.7974,-9.895,-12.573,33.756,46.289
1.7975,-9.895,-12.574,33.745,46.268
1.7976,-9.895,-12.575,33.734,46.247
1.7977,-9.895,-12.575,33.723,46.226
1.7978,-9.895,-12.576,33.712,46.216
1.7979,-9.895,-12.577,33.701,46.224
1.798,-9.895,-12.577,33.69,46.232
1.7981,-9.895,-12.578,33.679,46.239
1.7982,-9.895,-12.579,33.668,46.247
1.7983,-9.895,-12.58,33.657,46.255
1.7984,-9.895,-12.58,33.646,46.262
1.7985,-9.895,-12.581,33.635,46.27
1.7986,-9.895,-12.582,33.624,46.278
1.7987,-9.895,-12.582,33.613,46.285
1.7988,-9.895,-12.583,33.602,46.293
1.7989,-9.895,-12.584,33.591,46.301
1.799,-9.895,-12.584,33.58,46.308
1.7991,-9.8951,-12.585,33.569,46.316
1.7992,-9.8951,-12.586,33.558,46.324
1.7993,-9.8951,-12.586,33.547,46.331
1.7994,-9.8951,-12.587,33.536,46.339
1.7995,-9.8951,-12.588,33.525,46.347
1.7996,-9.8951,-12.588,33.514,46.355
1.7997,-9.8951,-12.589,33.503,46.362
1.7998,-9.8951,-12.59,33.492,46.37
1.7999,-9.8951,-12.59,33.481,46.378
1.8,-9.8951,-12.591,33.47,46.385
1.8001,-9.8951,-12.592,33.459,46.393
1.8002,-9.8951,-12.593,33.448,46.401
1.8003,-9.8951,-12.593,33.437,46.408
1.8004,-9.8951,-12.594,33.426,46.416
1.8005,-9.8951,-12.595,33.415,46.424
1.8006,-9.8951,-12.595,33.404,46.431
1.8007,-9.8951,-12.596,33.393,46.439
1.8008,-9.8951,-12.597,33.382,46.447
1.8009,-9.8951,-12.597,33.371,46.454
1.801,-9.8951,-12.598,33.36,46.462
1.8011,-9.8951,-12.599,33.349,46.47
1.8012,-9.8951,-12.599,33.338,46.477
1.8013,-9.8952,-12.6,33.327,46.485
1.8014,-9.8952,-12.601,33.316,46.493
1.8015,-9.8952,-12.601,33.305,46.5
1.8016,-9.8952,-12.602,33.294,46.508
1.8017,-9.8952,-12.603,33.283,46.516
1.8018,-9.8952,-12.603,33.272,46.523
1.8019,-9.8952,-12.604,33.261,46.531
1.802,-9.8952,-12.605,33.251,46.539
1.8021,-9.8952,-12.606,33.24,46.546
1.8022,-9.8952,-12.606,33.229,46.554
1.8023,-9.8952,-12.607,33.218,46.562
1.8024,-9.8952,-12.608,33.207,46.57
1.8025,-9.8952,-12.608,33.196,46.577
1.8026,-9.8952,-12.609,33.185,46.585
1.8027,-9.8952,-12.61,33.174,46.593
1.8028,-9.8952,-12.61,33.163,46.6
1.8029,-9.8952,-12.611,33.152,46.608
1.803,-9.8952,-12.612,33.141,46.616
1.8031,-9.8952,-12.612,33.147,46.623
1.8032,-9.8952,-12.613,33.162,46.631
1.8033,-9.8952,-12.614,33.177,46.639
1.8034,-9.8952,-12.614,33.192,46.646
1.8035,-9.8953,-12.615,33.207,46.654
1.8036,-9.8953,-12.616,33.223,46.662
1.8037,-9.8953,-12.616,33.238,46.669
1.8038,-9.8953,-12.617,33.253,46.677
1.8039,-9.8953,-12.618,33.268,46.685
1.804,-9.8953,-12.619,33.283,46.692
1.8041,-9.8953,-12.619,33.298,46.7
1.8042,-9.8953,-12.62,33.314,46.708
1.8043,-9.8953,-12.621,33.329,46.715
1.8044,-9.8953,-12.621,33.344,46.723
1.8045,-9.8953,-12.622,33.359,46.731
1.8046,-9.8953,-12.623,33.374,46.738
1.8047,-9.8953,-12.623,33.389,46.746
1.8048,-9.8953,-12.624,33.405,46.754
1.8049,-9.8953,-12.625,33.42,46.761
1.805,-9.8953,-12.625,33.435,46.769
1.8051,-9.8953,-12.626,33.45,46.777
1.8052,-9.8953,-12.627,33.465,46.785
1.8053,-9.8953,-12.627,33.48,46.792
1.8054,-9.8953,-12.628,33.496,46.8
1.8055,-9.8953,-12.629,33.511,46.808
1.8056,-9.8953,-12.629,33.526,46.815
1.8057,-9.8954,-12.63,33.541,46.823
1.8058,-9.8954,-12.631,33.556,46.831
1.8059,-9.8954,-12.632,33.571,46.838
1.806,-9.8954,-12.632,33.587,46.846
1.8061,-9.8954,-12.633,33.602,46.854
1.8062,-9.8954,-12.634,33.617,46.861
1.8063,-9.8954,-12.634,33.632,46.869
1.8064,-9.8954,-12.635,33.647,46.877
1.8065,-9.8954,-12.636,33.662,46.884
1.8066,-9.8954,-12.636,33.678,46.892
1.8067,-9.8954,-12.637,33.693,46.9
1.8068,-9.8954,-12.638,33.708,46.907
1.8069,-9.8954,-12.638,33.723,46.915
1.807,-9.8954,-12.639,33.738,46.923
1.8071,-9.8954,-12.64,33.753,46.93
1.8072,-9.8954,-12.64,33.769,46.938
1.8073,-9.8954,-12.641,33.784,46.946
1.8074,-9.8954,-12.642,33.799,46.953
1.8075,-9.8954,-12.642,33.814,46.961
1.8076,-9.8954,-12.643,33.829,46.969
1.8077,-9.8954,-12.644,33.844,46.976
1.8078,-9.8954,-12.644,33.86,46.984
1.8079,-9.8954,-12.645,33.875,46.992
1.808,-9.8955,-12.646,33.89,47
1.8081,-9.8955,-12.647,33.905,47.007
1.8082,-9.8955,-12.647,33.92,47.015
1.8083,-9.8955,-12.648,33.935,47.023
1.8084,-9.8955,-12.649,33.951,47.03
1.8085,-9.8955,-12.649,33.966,47.038
1.8086,-9.8955,-12.65,33.981,47.046
1.8087,-9.8955,-12.651,33.996,47.053
1.8088,-9.8955,-12.651,34.011,47.061
1.8089,-9.8955,-12.652,34.026,47.069
1.809,-9.8955,-12.653,34.042,47.076
1.8091,-9.8955,-12.653,34.057,47.084
1.8092,-9.8955,-12.654,34.072,47.092
1.8093,-9.8955,-12.655,34.087,47.099
1.8094,-9.8955,-12.655,34.102,47.107
1.8095,-9.8955,-12.656,34.117,47.115
1.8096,-9.8955,-12.657,34.133,47.122
1.8097,-9.8955,-12.657,34.148,47.13
1.8098,-9.8955,-12.658,34.163,47.138
1.8099,-9.8955,-12.659,34.178,47.145
1.81,-9.8955,-12.66,34.193,47.153
1.8101,-9.8955,-12.66,34.208,47.161
1.8102,-9.8956,-12.661,34.224,47.168
1.8103,-9.8956,-12.662,34.239,47.176
1.8104,-9.8956,-12.662,34.254,47.184
1.8105,-9.8956,-12.663,34.269,47.191
1.8106,-9.8956,-12.664,34.284,47.199
1.8107,-9.8956,-12.664,34.299,47.207
1.8108,-9.8956,-12.665,34.315,47.215
1.8109,-9.8956,-12.666,34.33,47.222
1.811,-9.8956,-12.666,34.345,47.23
1.8111,-9.8956,-12.667,34.36,47.238
1.8112,-9.8956,-12.668,34.375,47.245
1.8113,-9.8956,-12.668,34.39,47.253
1.8114,-9.8956,-12.669,34.406,47.262
1.8115,-9.8956,-12.67,34.421,47.277
1.8116,-9.8956,-12.67,34.436,47.292
1.8117,-9.8956,-12.671,34.451,47.306
1.8118,-9.8956,-12.672,34.466,47.321
1.8119,-9.8956,-12.673,34.481,47.336
1.812,-9.8956,-12.673,34.497,47.351
1.8121,-9.8956,-12.674,34.512,47.366
1.8122,-9.8956,-12.675,34.527,47.38
1.8123,-9.8956,-12.675,34.542,47.395
1.8124,-9.8957,-12.676,34.557,47.41
1.8125,-9.8957,-12.677,34.572,47.425
1.8126,-9.8957,-12.677,34.588,47.44
1.8127,-9.8957,-12.678,34.603,47.454
