Z,Groen et al,Schmitt et al,Simulation (extended cermide),Simulation (hairpin ceramide)
-1.5835,-6.1564,-1.8579,17.959,30.879
-1.5834,-6.1535,-1.8571,17.979,30.885
-1.5833,-6.1506,-1.8562,17.998,30.891
-1.5832,-6.1476,-1.8553,18.017,30.896
-1.5831,-6.1447,-1.8544,18.037,30.902
-1.583,-6.1417,-1.8535,18.056,30.908
-1.5829,-6.1388,-1.8526,18.076,30.914
-1.5828,-6.1359,-1.8518,18.095,30.92
-1.5827,-6.1329,-1.8509,18.115,30.926
-1.5826,-6.13,-1.85,18.134,30.932
-1.5825,-6.127,-1.8491,18.154,30.938
-1.5824,-6.1241,-1.8482,18.173,30.944
-1.5823,-6.1212,-1.8473,18.192,30.95
-1.5822,-6.1182,-1.8465,18.212,30.956
-1.5821,-6.1153,-1.8456,18.231,30.961
-1.582,-6.1124,-1.8447,18.251,30.967
-1.5819,-6.1094,-1.8438,18.27,30.973
-1.5818,-6.1065,-1.8429,18.29,30.979
-1.5817,-6.1035,-1.8421,18.309,30.985
-1.5816,-6.1006,-1.8412,18.329,30.991
-1.5815,-6.0977,-1.8403,18.348,30.997
-1.5814,-6.0947,-1.8394,18.367,31.003
-1.5813,-6.0918,-1.8385,18.387,31.009
-1.5812,-6.0889,-1.8376,18.406,31.015
-1.5811,-6.0859,-1.8368,18.426,31.02
-1.581,-6.083,-1.8359,18.445,31.026
-1.5809,-6.08,-1.835,18.465,31.032
-1.5808,-6.0771,-1.8341,18.484,31.038
-1.5807,-6.0742,-1.8332,18.504,31.044
-1.5806,-6.0712,-1.8323,18.523,31.05
-1.5805,-6.0683,-1.8315,18.542,31.056
-1.5804,-6.0653,-1.8306,18.562,31.062
-1.5803,-6.0624,-1.8297,18.581,31.068
-1.5802,-6.0595,-1.8288,18.601,31.074
-1.5801,-6.0565,-1.8279,18.62,31.08
-1.58,-6.0536,-1.8271,18.64,31.085
-1.5799,-6.0507,-1.8262,18.659,31.091
-1.5798,-6.0477,-1.8253,18.679,31.095
-1.5797,-6.0448,-1.8244,18.698,31.095
-1.5796,-6.0418,-1.8235,18.717,31.095
-1.5795,-6.0389,-1.8226,18.737,31.096
-1.5794,-6.036,-1.8218,18.756,31.096
-1.5793,-6.033,-1.8209,18.776,31.097
-1.5792,-6.0301,-1.82,18.795,31.097
-1.5791,-6.0272,-1.8191,18.815,31.098
-1.579,-6.0242,-1.8182,18.834,31.098
-1.5789,-6.0213,-1.8173,18.854,31.098
-1.5788,-6.0183,-1.8165,18.873,31.099
-1.5787,-6.0154,-1.8156,18.892,31.099
-1.5786,-6.0125,-1.8147,18.912,31.1
-1.5785,-6.0095,-1.8138,18.931,31.1
-1.5784,-6.0066,-1.8129,18.951,31.101
-1.5783,-6.0037,-1.8121,18.97,31.101
-1.5782,-6.0007,-1.8112,18.99,31.102
-1.5781,-5.9978,-1.8103,19.009,31.102
-1.578,-5.9948,-1.8094,19.029,31.102
-1.5779,-5.9919,-1.8085,19.048,31.103
-1.5778,-5.989,-1.8076,19.067,31.103
-1.5777,-5.986,-1.8068,19.087,31.104
-1.5776,-5.9831,-1.8059,19.106,31.104
-1.5775,-5.9801,-1.805,19.126,31.105
-1.5774,-5.9772,-1.8041,19.145,31.105
-1.5773,-5.9743,-1.8032,19.165,31.105
-1.5772,-5.9713,-1.8023,19.184,31.106
-1.5771,-5.9684,-1.8015,19.204,31.106
-1.577,-5.9655,-1.8006,19.223,31.107
-1.5769,-5.9625,-1.7997,19.242,31.107
-1.5768,-5.9596,-1.7988,19.262,31.108
-1.5767,-5.9566,-1.7979,19.281,31.108
-1.5766,-5.9537,-1.7971,19.301,31.108
-1.5765,-5.9508,-1.7962,19.32,31.109
-1.5764,-5.9478,-1.7953,19.34,31.109
-1.5763,-5.9449,-1.7944,19.359,31.11
-1.5762,-5.942,-1.7935,19.379,31.11
-1.5761,-5.939,-1.7926,19.398,31.111
-1.576,-5.9361,-1.7918,19.417,31.111
-1.5759,-5.9331,-1.7909,19.387,31.111
-1.5758,-5.9302,-1.79,19.35,31.112
-1.5757,-5.9273,-1.7891,19.314,31.112
-1.5756,-5.9243,-1.7882,19.277,31.113
-1.5755,-5.9214,-1.7873,19.241,31.113
-1.5754,-5.9184,-1.7865,19.205,31.114
-1.5753,-5.9155,-1.7856,19.168,31.114
-1.5752,-5.9126,-1.7847,19.132,31.115
-1.5751,-5.9096,-1.7838,19.095,31.115
-1.575,-5.9067,-1.7829,19.059,31.115
-1.5749,-5.9038,-1.782,19.023,31.116
-1.5748,-5.9008,-1.7812,18.986,31.116
-1.5747,-5.8979,-1.7803,18.95,31.117
-1.5746,-5.8949,-1.7794,18.914,31.117
-1.5745,-5.892,-1.7785,18.877,31.118
-1.5744,-5.8891,-1.7776,18.841,31.118
-1.5743,-5.8861,-1.7768,18.804,31.118
-1.5742,-5.8832,-1.7759,18.768,31.119
-1.5741,-5.8803,-1.775,18.732,31.119
-1.574,-5.8773,-1.7741,18.695,31.12
-1.5739,-5.8744,-1.7732,18.659,31.12
-1.5738,-5.8714,-1.7723,18.622,31.121
-1.5737,-5.8685,-1.7715,18.586,31.121
-1.5736,-5.8656,-1.7706,18.55,31.121
-1.5735,-5.8626,-1.7697,18.513,31.122
-1.5734,-5.8597,-1.7688,18.477,31.122
-1.5733,-5.8567,-1.7679,18.44,31.123
-1.5732,-5.8538,-1.767,18.404,31.123
-1.5731,-5.8509,-1.7662,18.368,31.124
-1.573,-5.8479,-1.7653,18.331,31.124
-1.5729,-5.845,-1.7644,18.295,31.124
-1.5728,-5.8421,-1.7635,18.259,31.125
-1.5727,-5.8391,-1.7626,18.222,31.125
-1.5726,-5.8362,-1.7618,18.186,31.126
-1.5725,-5.8332,-1.7609,18.149,31.126
-1.5724,-5.8303,-1.76,18.113,31.127
-1.5723,-5.8274,-1.7591,18.077,31.127
-1.5722,-5.8244,-1.7582,18.04,31.128
-1.5721,-5.8215,-1.7573,18.004,31.128
-1.572,-5.8186,-1.7565,17.967,31.128
-1.5719,-5.8156,-1.7556,17.931,31.129
-1.5718,-5.8127,-1.7547,17.895,31.129
-1.5717,-5.8097,-1.7538,17.858,31.13
-1.5716,-5.8068,-1.7529,17.822,31.13
-1.5715,-5.8039,-1.752,17.785,31.131
-1.5714,-5.8009,-1.7512,17.749,31.131
-1.5713,-5.798,-1.7503,17.713,31.131
-1.5712,-5.7951,-1.7494,17.676,31.132
-1.5711,-5.7921,-1.7485,17.64,31.132
-1.571,-5.7892,-1.7476,17.604,31.133
-1.5709,-5.7862,-1.7468,17.567,31.133
-1.5708,-5.7833,-1.7459,17.531,31.134
-1.5707,-5.7804,-1.745,17.494,31.134
-1.5706,-5.7774,-1.7441,17.458,31.134
-1.5705,-5.7745,-1.7432,17.422,31.135
-1.5704,-5.7715,-1.7423,17.385,31.135
-1.5703,-5.7686,-1.7415,17.349,31.136
-1.5702,-5.7657,-1.7406,17.312,31.136
-1.5701,-5.7627,-1.7397,17.276,31.137
-1.57,-5.7598,-1.7388,17.24,31.137
-1.5699,-5.7569,-1.7379,17.203,31.138
-1.5698,-5.7539,-1.737,17.167,31.138
-1.5697,-5.751,-1.7362,17.13,31.138
-1.5696,-5.748,-1.7353,17.094,31.139
-1.5695,-5.7451,-1.7344,17.058,31.139
-1.5694,-5.7422,-1.7335,17.021,31.14
-1.5693,-5.7392,-1.7334,16.985,31.14
-1.5692,-5.7363,-1.7334,16.949,31.141
-1.5691,-5.7334,-1.7334,16.912,31.141
-1.569,-5.7304,-1.7334,16.876,31.141
-1.5689,-5.7275,-1.7335,16.839,31.142
-1.5688,-5.7245,-1.7335,16.803,31.142
-1.5687,-5.7216,-1.7335,16.767,31.143
-1.5686,-5.7187,-1.7335,16.73,31.143
-1.5685,-5.7157,-1.7335,16.694,31.144
-1.5684,-5.7128,-1.7335,16.657,31.144
-1.5683,-5.7098,-1.7335,16.621,31.144
-1.5682,-5.7069,-1.7335,16.585,31.145
-1.5681,-5.704,-1.7336,16.548,31.145
-1.568,-5.701,-1.7336,16.512,31.146
-1.5679,-5.6981,-1.7336,16.475,31.146
-1.5678,-5.6952,-1.7336,16.439,31.147
-1.5677,-5.6922,-1.7336,16.403,31.147
-1.5676,-5.6893,-1.7336,16.366,31.147
-1.5675,-5.6863,-1.7336,16.33,31.148
-1.5674,-5.6834,-1.7336,16.294,31.148
-1.5673,-5.6815,-1.7337,16.257,31.149
-1.5672,-5.6804,-1.7337,16.221,31.149
-1.5671,-5.6792,-1.7337,16.184,31.15
-1.567,-5.678,-1.7337,16.148,31.15
-1.5669,-5.6768,-1.7337,16.112,31.151
-1.5668,-5.6757,-1.7337,16.075,31.151
-1.5667,-5.6745,-1.7337,16.039,31.151
-1.5666,-5.6733,-1.7337,16.002,31.152
-1.5665,-5.6722,-1.7338,15.966,31.152
-1.5664,-5.671,-1.7338,15.93,31.153
-1.5663,-5.6698,-1.7338,15.893,31.153
-1.5662,-5.6686,-1.7338,15.857,31.147
-1.5661,-5.6675,-1.7338,15.82,31.126
-1.566,-5.6663,-1.7338,15.784,31.105
-1.5659,-5.6651,-1.7338,15.748,31.084
-1.5658,-5.6639,-1.7338,15.711,31.063
-1.5657,-5.6628,-1.7339,15.675,31.042
-1.5656,-5.6616,-1.7339,15.639,31.02
-1.5655,-5.6604,-1.7339,15.602,30.999
-1.5654,-5.6593,-1.7339,15.566,30.978
-1.5653,-5.6581,-1.7339,15.529,30.957
-1.5652,-5.6569,-1.7339,15.493,30.936
-1.5651,-5.6557,-1.7339,15.457,30.915
-1.565,-5.6546,-1.7339,15.42,30.894
-1.5649,-5.6534,-1.734,15.384,30.873
-1.5648,-5.6522,-1.734,15.347,30.851
-1.5647,-5.651,-1.734,15.311,30.83
-1.5646,-5.6499,-1.734,15.275,30.809
-1.5645,-5.6487,-1.734,15.238,30.788
-1.5644,-5.6475,-1.734,15.202,30.767
-1.5643,-5.6464,-1.734,15.166,30.746
-1.5642,-5.6452,-1.734,15.129,30.725
-1.5641,-5.644,-1.7341,15.093,30.704
-1.564,-5.6428,-1.7341,15.056,30.682
-1.5639,-5.6417,-1.7341,15.02,30.661
-1.5638,-5.6405,-1.7341,14.984,30.64
-1.5637,-5.6393,-1.7341,14.947,30.619
-1.5636,-5.6381,-1.7341,14.911,30.598
-1.5635,-5.637,-1.7341,14.874,30.577
-1.5634,-5.6358,-1.7341,14.838,30.556
-1.5633,-5.6346,-1.7342,14.802,30.535
-1.5632,-5.6335,-1.7342,14.765,30.513
-1.5631,-5.6323,-1.7342,14.729,30.492
-1.563,-5.6311,-1.7342,14.692,30.471
-1.5629,-5.6299,-1.7342,14.656,30.45
-1.5628,-5.6288,-1.7342,14.62,30.429
-1.5627,-5.6276,-1.7342,14.583,30.408
-1.5626,-5.6264,-1.7343,14.564,30.387
-1.5625,-5.6253,-1.7343,14.585,30.366
-1.5624,-5.6241,-1.7343,14.606,30.345
-1.5623,-5.6229,-1.7343,14.627,30.323
-1.5622,-5.6217,-1.7343,14.647,30.302
-1.5621,-5.6206,-1.7343,14.668,30.281
-1.562,-5.6194,-1.7343,14.689,30.26
-1.5619,-5.6182,-1.7343,14.71,30.239
-1.5618,-5.617,-1.7344,14.731,30.218
-1.5617,-5.6159,-1.7344,14.752,30.197
-1.5616,-5.6147,-1.7344,14.772,30.176
-1.5615,-5.6135,-1.7344,14.793,30.154
-1.5614,-5.6124,-1.7344,14.814,30.133
-1.5613,-5.6112,-1.7344,14.835,30.112
-1.5612,-5.61,-1.7344,14.856,30.091
-1.5611,-5.6088,-1.7344,14.877,30.07
-1.561,-5.6077,-1.7345,14.897,30.049
-1.5609,-5.6065,-1.7345,14.918,30.028
-1.5608,-5.6053,-1.7345,14.939,30.007
-1.5607,-5.6041,-1.7345,14.96,29.985
-1.5606,-5.603,-1.7345,14.981,29.964
-1.5605,-5.6018,-1.7345,15.002,29.943
-1.5604,-5.6006,-1.7345,15.022,29.922
-1.5603,-5.5995,-1.7345,15.043,29.901
-1.5602,-5.5983,-1.7346,15.064,29.88
-1.5601,-5.5971,-1.7346,15.085,29.859
-1.56,-5.5959,-1.7346,15.106,29.838
-1.5599,-5.5948,-1.7346,15.127,29.817
-1.5598,-5.5936,-1.7346,15.147,29.795
-1.5597,-5.5924,-1.7346,15.168,29.774
-1.5596,-5.5912,-1.7346,15.189,29.753
-1.5595,-5.5901,-1.7346,15.21,29.732
-1.5594,-5.5889,-1.7347,15.231,29.711
-1.5593,-5.5877,-1.7347,15.251,29.69
-1.5592,-5.5866,-1.7347,15.272,29.669
-1.5591,-5.5854,-1.7347,15.293,29.648
-1.559,-5.5842,-1.7347,15.314,29.626
-1.5589,-5.583,-1.7347,15.335,29.605
-1.5588,-5.5819,-1.7347,15.356,29.584
-1.5587,-5.5807,-1.7347,15.376,29.563
-1.5586,-5.5795,-1.7348,15.397,29.542
-1.5585,-5.5784,-1.7348,15.418,29.521
-1.5584,-5.5772,-1.7348,15.439,29.5
-1.5583,-5.576,-1.7348,15.46,29.479
-1.5582,-5.5748,-1.7348,15.481,29.457
-1.5581,-5.5737,-1.7348,15.501,29.436
-1.558,-5.5725,-1.7348,15.522,29.415
-1.5579,-5.5713,-1.7348,15.543,29.394
-1.5578,-5.5701,-1.7349,15.564,29.373
-1.5577,-5.569,-1.7349,15.585,29.352
-1.5576,-5.5678,-1.7349,15.606,29.331
-1.5575,-5.5666,-1.7349,15.626,29.31
-1.5574,-5.5655,-1.7349,15.647,29.289
-1.5573,-5.5643,-1.7349,15.668,29.267
-1.5572,-5.5631,-1.7349,15.689,29.246
-1.5571,-5.5619,-1.7349,15.71,29.225
-1.557,-5.5608,-1.735,15.731,29.204
-1.5569,-5.5596,-1.735,15.751,29.183
-1.5568,-5.5584,-1.735,15.772,29.162
-1.5567,-5.5572,-1.735,15.793,29.141
-1.5566,-5.5561,-1.735,15.814,29.12
-1.5565,-5.5549,-1.735,15.835,29.098
-1.5564,-5.5537,-1.735,15.856,29.077
-1.5563,-5.5526,-1.735,15.876,29.056
-1.5562,-5.5514,-1.7351,15.897,29.035
-1.5561,-5.5502,-1.7351,15.918,29.014
-1.556,-5.549,-1.7351,15.939,28.993
-1.5559,-5.5479,-1.7351,15.96,28.972
-1.5558,-5.5467,-1.7351,15.981,28.951
-1.5557,-5.5455,-1.7351,16.001,28.929
-1.5556,-5.5443,-1.7351,16.022,28.908
-1.5555,-5.5432,-1.7352,16.043,28.887
-1.5554,-5.542,-1.7352,16.064,28.866
-1.5553,-5.5408,-1.7352,16.085,28.845
-1.5552,-5.5397,-1.7352,16.106,28.824
-1.5551,-5.5385,-1.7352,16.126,28.803
-1.555,-5.5373,-1.7352,16.147,28.782
-1.5549,-5.5361,-1.7352,16.168,28.76
-1.5548,-5.535,-1.7352,16.189,28.739
-1.5547,-5.5338,-1.7353,16.21,28.718
-1.5546,-5.5326,-1.7353,16.231,28.697
-1.5545,-5.5315,-1.7353,16.251,28.676
-1.5544,-5.5303,-1.7353,16.272,28.655
-1.5543,-5.5291,-1.7353,16.293,28.634
-1.5542,-5.5279,-1.7353,16.314,28.613
-1.5541,-5.5268,-1.7353,16.335,28.592
-1.554,-5.5256,-1.7353,16.356,28.57
-1.5539,-5.5244,-1.7354,16.376,28.549
-1.5538,-5.5232,-1.7354,16.397,28.528
-1.5537,-5.5221,-1.7354,16.418,28.507
-1.5536,-5.5209,-1.7354,16.439,28.486
-1.5535,-5.5197,-1.7354,16.46,28.465
-1.5534,-5.5186,-1.7354,16.481,28.444
-1.5533,-5.5174,-1.7354,16.501,28.423
-1.5532,-5.5162,-1.7354,16.522,28.401
-1.5531,-5.515,-1.7355,16.543,28.38
-1.553,-5.5139,-1.7355,16.564,28.359
-1.5529,-5.5127,-1.7355,16.585,28.338
-1.5528,-5.5115,-1.7355,16.606,28.317
-1.5527,-5.5103,-1.7355,16.626,28.296
-1.5526,-5.5092,-1.7355,16.647,28.278
-1.5525,-5.508,-1.7355,16.668,28.289
-1.5524,-5.5068,-1.7355,16.689,28.3
-1.5523,-5.5057,-1.7356,16.71,28.312
-1.5522,-5.5045,-1.7356,16.73,28.323
-1.5521,-5.5033,-1.7356,16.751,28.334
-1.552,-5.5021,-1.7356,16.772,28.345
-1.5519,-5.501,-1.7356,16.793,28.357
-1.5518,-5.4998,-1.7356,16.814,28.368
-1.5517,-5.4986,-1.7356,16.835,28.379
-1.5516,-5.4974,-1.7356,16.855,28.39
-1.5515,-5.4963,-1.7357,16.876,28.402
-1.5514,-5.4951,-1.7357,16.897,28.413
-1.5513,-5.4939,-1.7357,16.918,28.424
-1.5512,-5.4928,-1.7357,16.939,28.435
-1.5511,-5.4916,-1.7357,16.96,28.447
-1.551,-5.4904,-1.7357,16.98,28.458
-1.5509,-5.4892,-1.7357,17.001,28.469
-1.5508,-5.4881,-1.7357,17.022,28.48
-1.5507,-5.4869,-1.7358,17.043,28.492
-1.5506,-5.4857,-1.7358,17.064,28.503
-1.5505,-5.4846,-1.7358,17.085,28.514
-1.5504,-5.4834,-1.7358,17.105,28.525
-1.5503,-5.4822,-1.7358,17.126,28.537
-1.5502,-5.481,-1.7358,17.147,28.548
-1.5501,-5.4799,-1.7358,17.168,28.559
-1.55,-5.4787,-1.7358,17.189,28.57
-1.5499,-5.4775,-1.7359,17.21,28.582
-1.5498,-5.4763,-1.7359,17.23,28.593
-1.5497,-5.4752,-1.7359,17.251,28.604
-1.5496,-5.474,-1.7359,17.272,28.615
-1.5495,-5.4728,-1.7359,17.293,28.627
-1.5494,-5.4717,-1.7359,17.314,28.638
-1.5493,-5.4705,-1.7359,17.335,28.649
-1.5492,-5.4693,-1.7359,17.328,28.66
-1.5491,-5.4681,-1.736,17.315,28.672
-1.549,-5.467,-1.736,17.302,28.683
-1.5489,-5.4658,-1.736,17.289,28.694
-1.5488,-5.4646,-1.736,17.275,28.705
-1.5487,-5.4634,-1.736,17.262,28.717
-1.5486,-5.4623,-1.736,17.249,28.728
-1.5485,-5.4611,-1.736,17.236,28.739
-1.5484,-5.4599,-1.7361,17.222,28.75
-1.5483,-5.4588,-1.7361,17.209,28.762
-1.5482,-5.4576,-1.7361,17.196,28.773
-1.5481,-5.4564,-1.7361,17.183,28.784
-1.548,-5.4552,-1.7361,17.17,28.795
-1.5479,-5.4541,-1.7361,17.156,28.807
-1.5478,-5.4529,-1.7361,17.143,28.818
-1.5477,-5.4517,-1.7361,17.13,28.829
-1.5476,-5.4505,-1.7362,17.117,28.84
-1.5475,-5.4494,-1.7362,17.104,28.852
-1.5474,-5.4482,-1.7362,17.09,28.863
-1.5473,-5.447,-1.7362,17.077,28.874
-1.5472,-5.4459,-1.7362,17.064,28.885
-1.5471,-5.4447,-1.7362,17.051,28.897
-1.547,-5.4435,-1.7362,17.038,28.908
-1.5469,-5.4423,-1.7362,17.024,28.919
-1.5468,-5.4412,-1.7363,17.011,28.931
-1.5467,-5.44,-1.7363,16.998,28.942
-1.5466,-5.4388,-1.7363,16.985,28.953
-1.5465,-5.4377,-1.7363,16.971,28.964
-1.5464,-5.4365,-1.7363,16.958,28.976
-1.5463,-5.4353,-1.7363,16.945,28.987
-1.5462,-5.4341,-1.7363,16.932,28.998
-1.5461,-5.433,-1.7363,16.919,29.009
-1.546,-5.4318,-1.7364,16.905,29.021
-1.5459,-5.4306,-1.7364,16.892,29.032
-1.5458,-5.4294,-1.7364,16.879,29.043
-1.5457,-5.4283,-1.7364,16.866,29.054
-1.5456,-5.4271,-1.7364,16.853,29.066
-1.5455,-5.4259,-1.7364,16.839,29.077
-1.5454,-5.4248,-1.7364,16.826,29.088
-1.5453,-5.4236,-1.7364,16.813,29.099
-1.5452,-5.4224,-1.7365,16.8,29.111
-1.5451,-5.4212,-1.7365,16.786,29.122
-1.545,-5.4201,-1.7365,16.773,29.133
-1.5449,-5.4189,-1.7365,16.76,29.144
-1.5448,-5.4177,-1.7365,16.747,29.156
-1.5447,-5.4165,-1.7365,16.734,29.167
-1.5446,-5.4154,-1.7365,16.72,29.178
-1.5445,-5.4142,-1.7365,16.707,29.189
-1.5444,-5.413,-1.7366,16.694,29.201
-1.5443,-5.4119,-1.7366,16.681,29.212
-1.5442,-5.4107,-1.7366,16.668,29.223
-1.5441,-5.4095,-1.7366,16.654,29.234
-1.544,-5.4083,-1.7366,16.641,29.246
-1.5439,-5.4072,-1.7366,16.628,29.257
-1.5438,-5.406,-1.7366,16.615,29.268
-1.5437,-5.4048,-1.7366,16.601,29.279
-1.5436,-5.4036,-1.7367,16.588,29.291
-1.5435,-5.4025,-1.7367,16.575,29.302
-1.5434,-5.4013,-1.7367,16.562,29.313
-1.5433,-5.4001,-1.7367,16.549,29.324
-1.5432,-5.399,-1.7367,16.535,29.336
-1.5431,-5.3978,-1.7367,16.522,29.347
-1.543,-5.3966,-1.7367,16.509,29.358
-1.5429,-5.3954,-1.7367,16.496,29.369
-1.5428,-5.3943,-1.7368,16.483,29.381
-1.5427,-5.3931,-1.7368,16.469,29.392
-1.5426,-5.3919,-1.7368,16.456,29.403
-1.5425,-5.3908,-1.7368,16.443,29.414
-1.5424,-5.3896,-1.7368,16.43,29.426
-1.5423,-5.3884,-1.7368,16.416,29.437
-1.5422,-5.3872,-1.7368,16.403,29.448
-1.5421,-5.3861,-1.7368,16.39,29.459
-1.542,-5.3849,-1.7369,16.377,29.471
-1.5419,-5.3837,-1.7369,16.364,29.482
-1.5418,-5.3825,-1.7369,16.35,29.493
-1.5417,-5.3814,-1.7369,16.337,29.504
-1.5416,-5.3802,-1.7369,16.324,29.516
-1.5415,-5.379,-1.7369,16.311,29.527
-1.5414,-5.3779,-1.7369,16.298,29.538
-1.5413,-5.3767,-1.737,16.284,29.549
-1.5412,-5.3755,-1.737,16.271,29.561
-1.5411,-5.3743,-1.737,16.258,29.572
-1.541,-5.3732,-1.737,16.245,29.583
-1.5409,-5.372,-1.737,16.232,29.594
-1.5408,-5.3708,-1.737,16.218,29.606
-1.5407,-5.3696,-1.737,16.205,29.617
-1.5406,-5.3685,-1.737,16.192,29.628
-1.5405,-5.3673,-1.7371,16.179,29.639
-1.5404,-5.3661,-1.7371,16.165,29.651
-1.5403,-5.365,-1.7371,16.152,29.662
-1.5402,-5.3638,-1.7371,16.139,29.673
-1.5401,-5.3626,-1.7371,16.126,29.684
-1.54,-5.3614,-1.7371,16.113,29.696
-1.5399,-5.3603,-1.7371,16.099,29.707
-1.5398,-5.3591,-1.7371,16.086,29.718
-1.5397,-5.3579,-1.7372,16.073,29.729
-1.5396,-5.3567,-1.7372,16.06,29.741
-1.5395,-5.3556,-1.7372,16.047,29.752
-1.5394,-5.3544,-1.7372,16.033,29.763
-1.5393,-5.3532,-1.7372,16.02,29.774
-1.5392,-5.3521,-1.7372,16.007,29.786
-1.5391,-5.3509,-1.7372,15.994,29.797
-1.539,-5.3497,-1.7372,15.98,29.808
-1.5389,-5.3485,-1.7373,15.967,29.779
-1.5388,-5.3474,-1.7373,15.954,29.745
-1.5387,-5.3462,-1.7373,15.941,29.711
-1.5386,-5.345,-1.7373,15.928,29.677
-1.5385,-5.3438,-1.7373,15.914,29.643
-1.5384,-5.3427,-1.7373,15.901,29.609
-1.5383,-5.3415,-1.7373,15.888,29.575
-1.5382,-5.3403,-1.7373,15.875,29.541
-1.5381,-5.3392,-1.7374,15.862,29.507
-1.538,-5.338,-1.7374,15.848,29.473
-1.5379,-5.3368,-1.7374,15.835,29.44
-1.5378,-5.3356,-1.7374,15.822,29.406
-1.5377,-5.3345,-1.7374,15.809,29.372
-1.5376,-5.3333,-1.7374,15.795,29.338
-1.5375,-5.3321,-1.7374,15.782,29.304
-1.5374,-5.331,-1.7374,15.769,29.27
-1.5373,-5.3298,-1.7375,15.756,29.236
-1.5372,-5.3286,-1.7375,15.743,29.202
-1.5371,-5.3274,-1.7375,15.729,29.168
-1.537,-5.3263,-1.7375,15.716,29.134
-1.5369,-5.3251,-1.7375,15.703,29.1
-1.5368,-5.3239,-1.7375,15.69,29.066
-1.5367,-5.3227,-1.7375,15.677,29.033
-1.5366,-5.3216,-1.7375,15.663,28.999
-1.5365,-5.3204,-1.7376,15.65,28.965
-1.5364,-5.3192,-1.7376,15.637,28.931
-1.5363,-5.3181,-1.7376,15.624,28.897
-1.5362,-5.3169,-1.7376,15.611,28.863
-1.5361,-5.3157,-1.7376,15.597,28.829
-1.536,-5.3145,-1.7376,15.584,28.795
-1.5359,-5.3134,-1.7376,15.572,28.761
-1.5358,-5.3122,-1.7376,15.566,28.727
-1.5357,-5.311,-1.7377,15.56,28.693
-1.5356,-5.3098,-1.7377,15.553,28.66
-1.5355,-5.3087,-1.7377,15.547,28.626
-1.5354,-5.3075,-1.7377,15.541,28.592
-1.5353,-5.3063,-1.7377,15.535,28.558
-1.5352,-5.3052,-1.7377,15.528,28.524
-1.5351,-5.304,-1.7377,15.522,28.49
-1.535,-5.3028,-1.7378,15.516,28.456
-1.5349,-5.3016,-1.7378,15.51,28.422
-1.5348,-5.3005,-1.7378,15.503,28.388
-1.5347,-5.2993,-1.7378,15.497,28.354
-1.5346,-5.2981,-1.7378,15.491,28.32
-1.5345,-5.2969,-1.7378,15.485,28.286
-1.5344,-5.2958,-1.7378,15.478,28.253
-1.5343,-5.2946,-1.7378,15.472,28.219
-1.5342,-5.2934,-1.7379,15.466,28.185
-1.5341,-5.2923,-1.7379,15.46,28.151
-1.534,-5.2911,-1.7379,15.453,28.117
-1.5339,-5.2899,-1.7379,15.447,28.083
-1.5338,-5.2887,-1.7379,15.441,28.049
-1.5337,-5.2876,-1.7379,15.435,28.015
-1.5336,-5.2864,-1.7379,15.428,27.981
-1.5335,-5.2852,-1.7379,15.422,27.947
-1.5334,-5.2841,-1.738,15.416,27.913
-1.5333,-5.2829,-1.738,15.41,27.88
-1.5332,-5.2817,-1.738,15.403,27.846
-1.5331,-5.2805,-1.738,15.397,27.812
-1.533,-5.2794,-1.738,15.391,27.778
-1.5329,-5.2782,-1.738,15.384,27.744
-1.5328,-5.277,-1.738,15.378,27.71
-1.5327,-5.2758,-1.738,15.372,27.676
-1.5326,-5.2747,-1.7381,15.366,27.642
-1.5325,-5.2735,-1.7381,15.359,27.608
-1.5324,-5.2723,-1.7381,15.353,27.574
-1.5323,-5.2712,-1.7381,15.347,27.54
-1.5322,-5.27,-1.7381,15.341,27.506
-1.5321,-5.2688,-1.7381,15.334,27.473
-1.532,-5.2676,-1.7381,15.328,27.439
-1.5319,-5.2665,-1.7381,15.322,27.405
-1.5318,-5.2653,-1.7382,15.316,27.371
-1.5317,-5.2641,-1.7382,15.309,27.337
-1.5316,-5.2629,-1.7382,15.303,27.303
-1.5315,-5.2618,-1.7382,15.297,27.269
-1.5314,-5.2606,-1.7382,15.291,27.235
-1.5313,-5.2594,-1.7382,15.284,27.201
-1.5312,-5.2583,-1.7382,15.278,27.167
-1.5311,-5.2571,-1.7382,15.272,27.133
-1.531,-5.2559,-1.7383,15.266,27.099
-1.5309,-5.2547,-1.7383,15.259,27.066
-1.5308,-5.2536,-1.7383,15.253,27.032
-1.5307,-5.2524,-1.7383,15.247,26.998
-1.5306,-5.2512,-1.7383,15.241,26.964
-1.5305,-5.25,-1.7383,15.234,26.93
-1.5304,-5.2489,-1.7383,15.228,26.896
-1.5303,-5.2477,-1.7383,15.222,26.862
-1.5302,-5.2465,-1.7384,15.216,26.828
-1.5301,-5.2454,-1.7384,15.209,26.794
-1.53,-5.2442,-1.7384,15.203,26.76
-1.5299,-5.243,-1.7384,15.197,26.726
-1.5298,-5.2418,-1.7384,15.19,26.693
-1.5297,-5.2407,-1.7384,15.184,26.659
-1.5296,-5.2395,-1.7384,15.178,26.625
-1.5295,-5.2383,-1.7384,15.172,26.591
-1.5294,-5.2372,-1.7385,15.165,26.557
-1.5293,-5.236,-1.7385,15.159,26.523
